,mnist_index,choice,rt,confidence,threshold,noise,true label
2516,2516,0,9,0.2802741825580597,3,2.1,9
2517,2517,2,3,0.6561865210533142,3,2.1,2
2518,2518,5,10,0.2540770173072815,3,2.1,5
2519,2519,1,5,0.3579072952270508,3,2.1,1
2520,2520,8,5,0.794284462928772,3,2.1,8
2521,2521,7,6,0.3413686156272888,3,2.1,7
2522,2522,3,3,0.6561865210533142,3,2.1,3
2523,2523,7,3,0.6561865210533142,3,2.1,7
2524,2524,8,5,0.35790345072746277,3,2.1,1
2525,2525,3,6,0.5072155594825745,3,2.1,5
2526,2526,5,3,0.6561865210533142,3,2.1,5
2527,2527,0,3,0.6561865210533142,3,2.1,0
2528,2528,9,14,0.212327778339386,3,2.1,9
2529,2529,1,3,0.6561865210533142,3,2.1,1
2530,2530,9,4,0.5638020038604736,3,2.1,4
2531,2531,0,3,0.6561865210533142,3,2.1,0
2532,2532,2,8,0.2913244366645813,3,2.1,6
2533,2533,3,3,0.6561865210533142,3,2.1,3
2534,2534,5,5,0.35790345072746277,3,2.1,3
2535,2535,6,4,0.5638020038604736,3,2.1,6
2536,2536,0,3,0.6561865210533142,3,2.1,0
2537,2537,9,5,0.35790345072746277,3,2.1,4
2538,2538,9,3,0.6561865210533142,3,2.1,9
2539,2539,7,3,0.6561865210533142,3,2.1,7
2540,2540,3,4,0.5638020038604736,3,2.1,5
2541,2541,1,4,0.5638020038604736,3,2.1,1
2542,2542,0,3,0.6561865210533142,3,2.1,6
2543,2543,8,5,0.5340139865875244,3,2.1,8
2544,2544,9,6,0.5072156190872192,3,2.1,9
2545,2545,3,6,0.5072155594825745,3,2.1,5
2546,2546,5,4,0.5638020038604736,3,2.1,5
2547,2547,7,4,0.5638020038604736,3,2.1,7
2548,2548,4,5,0.5340139269828796,3,2.1,9
2549,2549,3,4,0.5638020038604736,3,2.1,3
2550,2550,8,3,0.6561865210533142,3,2.1,8
2551,2551,3,6,0.5072156190872192,3,2.1,3
2552,2552,8,3,0.6561865210533142,3,2.1,8
2553,2553,1,6,0.5072156190872192,3,2.1,1
2554,2554,5,4,0.5638020038604736,3,2.1,5
2555,2555,3,3,0.6561865210533142,3,2.1,3
2556,2556,8,5,0.35790345072746277,3,2.1,5
2557,2557,0,3,0.6561865210533142,3,2.1,0
2558,2558,3,3,0.6561865210533142,3,2.1,5
2559,2559,5,4,0.5638020038604736,3,2.1,5
2560,2560,3,4,0.5638020038604736,3,2.1,3
2561,2561,8,4,0.5638020038604736,3,2.1,8
2562,2562,6,7,0.3032817840576172,3,2.1,6
2563,2563,7,4,0.5638020038604736,3,2.1,7
2564,2564,7,4,0.5638020038604736,3,2.1,7
2565,2565,7,3,0.6561865210533142,3,2.1,7
2566,2566,3,3,0.6561865210533142,3,2.1,3
2567,2567,7,3,0.6561865210533142,3,2.1,7
2568,2568,0,4,0.5638020038604736,3,2.1,0
2569,2569,5,7,0.3032817840576172,3,2.1,5
2570,2570,8,8,0.3124946057796478,3,2.1,9
2571,2571,3,9,0.0004890561103820801,3,2.1,0
2572,2572,2,5,0.35790345072746277,3,2.1,2
2573,2573,8,3,0.6561865210533142,3,2.1,5
2574,2574,8,7,0.3262941241264343,3,2.1,5
2575,2575,3,3,0.6561865210533142,3,2.1,3
2576,2576,1,3,0.6561865210533142,3,2.1,1
2577,2577,7,4,0.5638020038604736,3,2.1,7
2578,2578,7,5,0.5340139269828796,3,2.1,7
2579,2579,8,4,0.5638020038604736,3,2.1,8
2580,2580,6,8,0.2913244366645813,3,2.1,6
2581,2581,5,5,0.5340139269828796,3,2.1,5
2582,2582,7,9,0.2802742123603821,3,2.1,9
2583,2583,3,4,0.5638020038604736,3,2.1,3
2584,2584,8,3,0.6561865210533142,3,2.1,8
2585,2585,9,3,0.6561865210533142,3,2.1,9
2586,2586,3,9,0.29981499910354614,3,2.1,5
2587,2587,3,3,0.6561865210533142,3,2.1,3
2588,2588,7,6,0.3413686156272888,3,2.1,7
2589,2589,9,4,0.5638020038604736,3,2.1,9
2590,2590,1,3,0.6561865210533142,3,2.1,1
2591,2591,7,3,0.6561865210533142,3,2.1,7
2592,2592,0,3,0.6561865210533142,3,2.1,0
2593,2593,0,3,0.6561865210533142,3,2.1,0
2594,2594,3,4,0.5638020038604736,3,2.1,3
2595,2595,7,3,0.6561865210533142,3,2.1,7
2596,2596,2,6,0.3413686156272888,3,2.1,2
2597,2597,3,3,0.6561865210533142,3,2.1,5
2598,2598,8,8,0.2913244366645813,3,2.1,8
2599,2599,1,5,0.5340139865875244,3,2.1,1
2600,2600,8,3,0.6561865210533142,3,2.1,8
2601,2601,6,4,0.5638020038604736,3,2.1,6
2602,2602,2,5,0.35790345072746277,3,2.1,2
2603,2603,5,5,0.5340139269828796,3,2.1,9
2604,2604,8,3,0.6561865210533142,3,2.1,5
2605,2605,7,3,0.6561865210533142,3,2.1,7
2606,2606,5,6,0.3413686156272888,3,2.1,5
2607,2607,8,4,0.5638020038604736,3,2.1,7
2608,2608,8,4,0.5638020038604736,3,2.1,8
2609,2609,4,8,0.2913244366645813,3,2.1,6
2610,2610,2,4,0.5638020038604736,3,2.1,2
2611,2611,3,8,0.3124946057796478,3,2.1,5
2612,2612,8,8,0.4609518051147461,3,2.1,1
2613,2613,9,7,0.3262941241264343,3,2.1,4
2614,2614,8,3,0.6561865210533142,3,2.1,8
2615,2615,9,5,0.35790345072746277,3,2.1,4
2616,2616,5,8,0.3124946355819702,3,2.1,5
2617,2617,8,3,0.6561865210533142,3,2.1,8
2618,2618,3,5,0.35790345072746277,3,2.1,3
2619,2619,0,3,0.6561865210533142,3,2.1,0
2620,2620,6,7,0.00011020898818969727,3,2.1,6
2621,2621,2,3,0.6561865210533142,3,2.1,2
2622,2622,7,3,0.6561865210533142,3,2.1,7
2623,2623,3,3,0.6561865210533142,3,2.1,3
2624,2624,3,3,0.6561865210533142,3,2.1,3
2625,2625,2,5,0.5340139269828796,3,2.1,2
2626,2626,1,4,0.5638020038604736,3,2.1,1
2627,2627,0,3,0.6561865210533142,3,2.1,0
2628,2628,7,8,0.3124946057796478,3,2.1,7
2629,2629,3,3,0.6561865210533142,3,2.1,3
2630,2630,4,5,0.5340139269828796,3,2.1,4
2631,2631,8,7,0.3262941241264343,3,2.1,0
2632,2632,3,3,0.6561865210533142,3,2.1,3
2633,2633,9,5,0.5340139865875244,3,2.1,9
2634,2634,3,3,0.6561865210533142,3,2.1,3
2635,2635,3,4,0.5638020038604736,3,2.1,2
2636,2636,8,3,0.6561865210533142,3,2.1,8
2637,2637,9,3,0.6561865210533142,3,2.1,9
2638,2638,0,4,0.5638020038604736,3,2.1,0
2639,2639,3,6,0.5072155594825745,3,2.1,3
2640,2640,8,3,0.6561865210533142,3,2.1,8
2641,2641,0,3,0.6561865210533142,3,2.1,0
2642,2642,1,6,0.5072155594825745,3,2.1,7
2643,2643,8,6,0.5072156190872192,3,2.1,6
2644,2644,5,6,0.6745386719703674,3,2.1,5
2645,2645,9,6,0.3413686156272888,3,2.1,4
2646,2646,7,4,0.5638020038604736,3,2.1,7
2647,2647,3,3,0.6561865210533142,3,2.1,3
2648,2648,4,12,0.2252744883298874,3,2.1,9
2649,2649,0,3,0.6561865210533142,3,2.1,0
2650,2650,8,3,0.6561865210533142,3,2.1,8
2651,2651,8,5,0.5340139865875244,3,2.1,6
2652,2652,2,3,0.6561865210533142,3,2.1,2
2653,2653,8,3,0.6561865210533142,3,2.1,5
2654,2654,6,6,0.5072155594825745,3,2.1,6
2655,2655,1,7,0.48297831416130066,3,2.1,1
2656,2656,0,7,0.3262941241264343,3,2.1,0
2657,2657,0,4,0.5638020038604736,3,2.1,0
2658,2658,1,4,0.5638020038604736,3,2.1,4
2659,2659,9,6,0.3413686156272888,3,2.1,4
2660,2660,0,5,0.35790345072746277,3,2.1,0
2661,2661,1,3,0.6561865210533142,3,2.1,1
2662,2662,2,8,0.4609518051147461,3,2.1,2
2663,2663,3,4,0.5638020038604736,3,2.1,3
2664,2664,2,3,0.6561865210533142,3,2.1,2
2665,2665,7,3,0.6561865210533142,3,2.1,7
2666,2666,7,3,0.6561865210533142,3,2.1,7
2667,2667,8,3,0.6561865210533142,3,2.1,8
2668,2668,5,4,0.5638020038604736,3,2.1,5
2669,2669,2,3,0.6561865210533142,3,2.1,2
2670,2670,5,5,0.35790345072746277,3,2.1,5
2671,2671,7,4,0.5638020038604736,3,2.1,7
2672,2672,6,3,0.6561865210533142,3,2.1,6
2673,2673,1,6,0.5072156190872192,3,2.1,9
2674,2674,8,8,0.3124946057796478,3,2.1,1
2675,2675,4,4,0.5638020038604736,3,2.1,4
2676,2676,1,5,0.35790345072746277,3,2.1,1
2677,2677,6,6,0.5072156190872192,3,2.1,6
2678,2678,4,9,0.29981499910354614,3,2.1,4
2679,2679,2,3,0.6561865210533142,3,2.1,2
2680,2680,4,5,0.5340139269828796,3,2.1,4
2681,2681,3,4,0.5638020038604736,3,2.1,3
2682,2682,8,10,5.117058753967285e-05,3,2.1,5
2683,2683,9,4,0.5638020038604736,3,2.1,4
2684,2684,3,3,0.6561865210533142,3,2.1,3
2685,2685,9,6,0.5072156190872192,3,2.1,9
2686,2686,8,3,0.6561865210533142,3,2.1,5
2687,2687,0,3,0.6561865210533142,3,2.1,0
2688,2688,1,4,0.5638020038604736,3,2.1,1
2689,2689,3,3,0.6561865210533142,3,2.1,5
2690,2690,3,7,0.3262941241264343,3,2.1,3
2691,2691,8,3,0.6561865210533142,3,2.1,8
2692,2692,9,8,0.3124946355819702,3,2.1,9
2693,2693,1,4,0.5638020038604736,3,2.1,1
2694,2694,9,4,0.5638020038604736,3,2.1,9
2695,2695,5,5,0.5340139865875244,3,2.1,7
2696,2696,9,4,0.5638020038604736,3,2.1,9
2697,2697,5,5,0.35790345072746277,3,2.1,5
2698,2698,8,6,0.5072156190872192,3,2.1,5
2699,2699,1,5,0.5340139865875244,3,2.1,2
2700,2700,7,4,0.5638020038604736,3,2.1,7
2701,2701,4,7,0.3262941241264343,3,2.1,4
2702,2702,6,3,0.6561865210533142,3,2.1,6
2703,2703,0,4,0.5638020038604736,3,2.1,0
2704,2704,1,3,0.6561865210533142,3,2.1,1
2705,2705,8,8,0.2913244366645813,3,2.1,1
2706,2706,8,10,0.2540770173072815,3,2.1,1
2707,2707,0,3,0.6561865210533142,3,2.1,0
2708,2708,8,6,0.3413686156272888,3,2.1,4
2709,2709,4,10,0.2700316309928894,3,2.1,4
2710,2710,7,5,0.35790345072746277,3,2.1,7
2711,2711,6,8,0.2913244366645813,3,2.1,6
2712,2712,3,3,0.6561865210533142,3,2.1,3
2713,2713,0,5,0.5340139865875244,3,2.1,0
2714,2714,0,3,0.6561865210533142,3,2.1,0
2715,2715,1,9,0.29981499910354614,3,2.1,4
2716,2716,3,3,0.6561865210533142,3,2.1,3
2717,2717,0,7,0.3262941241264343,3,2.1,0
2718,2718,6,3,0.6561865210533142,3,2.1,6
2719,2719,1,4,0.5638020038604736,3,2.1,1
2720,2720,1,9,0.29981499910354614,3,2.1,9
2721,2721,8,7,0.48297831416130066,3,2.1,6
2722,2722,1,6,0.5072156190872192,3,2.1,1
2723,2723,3,3,0.6561865210533142,3,2.1,3
2724,2724,8,3,0.6561865210533142,3,2.1,8
2725,2725,1,6,0.3413686156272888,3,2.1,1
2726,2726,2,5,0.5340139865875244,3,2.1,2
2727,2727,5,7,0.3262941241264343,3,2.1,5
2728,2728,0,3,0.6561865210533142,3,2.1,6
2729,2729,2,3,0.6561865210533142,3,2.1,2
2730,2730,7,3,0.6561865210533142,3,2.1,7
2731,2731,3,3,0.6561865210533142,3,2.1,3
2732,2732,1,8,0.3124946057796478,3,2.1,6
2733,2733,0,3,0.6561865210533142,3,2.1,0
2734,2734,1,4,0.5638020038604736,3,2.1,1
2735,2735,9,7,0.3262941241264343,3,2.1,9
2736,2736,7,3,0.6561865210533142,3,2.1,7
2737,2737,8,9,0.2802741825580597,3,2.1,6
2738,2738,6,4,0.5638020038604736,3,2.1,6
2739,2739,8,3,0.6561865210533142,3,2.1,8
2740,2740,7,4,0.5638020038604736,3,2.1,9
2741,2741,2,4,0.5638020038604736,3,2.1,2
2742,2742,9,6,0.3413686156272888,3,2.1,9
2743,2743,8,4,0.5638020038604736,3,2.1,5
2744,2744,8,3,0.6561865210533142,3,2.1,8
2745,2745,3,3,0.6561865210533142,3,2.1,3
2746,2746,1,5,0.5340139269828796,3,2.1,1
2747,2747,0,3,0.6561865210533142,3,2.1,0
2748,2748,8,3,0.6561865210533142,3,2.1,0
2749,2749,7,3,0.6561865210533142,3,2.1,7
2750,2750,8,3,0.6561865210533142,3,2.1,6
2751,2751,8,7,0.3262941241264343,3,2.1,6
2752,2752,2,3,0.6561865210533142,3,2.1,2
2753,2753,1,3,0.6561865210533142,3,2.1,1
2754,2754,6,3,0.6561865210533142,3,2.1,6
2755,2755,9,4,0.5638020038604736,3,2.1,9
2756,2756,3,3,0.6561865210533142,3,2.1,3
2757,2757,8,6,0.3413686156272888,3,2.1,1
2758,2758,8,6,0.5072156190872192,3,2.1,8
2759,2759,2,7,0.3032817244529724,3,2.1,6
2760,2760,1,8,0.4609518051147461,3,2.1,9
2761,2761,0,3,0.6561865210533142,3,2.1,0
2762,2762,6,3,0.6561865210533142,3,2.1,6
2763,2763,0,5,0.5340139269828796,3,2.1,0
2764,2764,0,4,0.5638020038604736,3,2.1,0
2765,2765,0,3,0.6561865210533142,3,2.1,0
2766,2766,6,10,0.2881242036819458,3,2.1,6
2767,2767,3,3,0.6561865210533142,3,2.1,3
2768,2768,5,5,0.5340139269828796,3,2.1,5
2769,2769,7,8,0.3124946355819702,3,2.1,9
2770,2770,3,6,0.3413686156272888,3,2.1,3
2771,2771,4,5,0.5340139269828796,3,2.1,4
2772,2772,3,5,0.5340139865875244,3,2.1,5
2773,2773,5,3,0.6561865210533142,3,2.1,5
2774,2774,8,3,0.6561865210533142,3,2.1,8
2775,2775,5,4,0.5638020038604736,3,2.1,5
2776,2776,3,4,0.5638020038604736,3,2.1,3
2777,2777,0,7,0.3262941241264343,3,2.1,0
2778,2778,1,4,0.5638020038604736,3,2.1,4
2779,2779,0,3,0.6561865210533142,3,2.1,0
2780,2780,3,5,0.35790345072746277,3,2.1,2
2781,2781,9,3,0.6561865210533142,3,2.1,9
2782,2782,6,7,0.48297831416130066,3,2.1,6
2783,2783,8,3,0.6561865210533142,3,2.1,8
2784,2784,1,10,0.2540770173072815,3,2.1,2
2785,2785,3,3,0.6561865210533142,3,2.1,3
2786,2786,1,8,0.2913244366645813,3,2.1,1
2787,2787,2,3,0.6561865210533142,3,2.1,2
2788,2788,1,5,0.35790345072746277,3,2.1,1
2789,2789,1,6,0.3413686156272888,3,2.1,1
2790,2790,5,6,0.3413686156272888,3,2.1,5
2791,2791,8,6,0.5072156190872192,3,2.1,6
2792,2792,9,3,0.6561865210533142,3,2.1,9
2793,2793,8,4,0.5638020038604736,3,2.1,8
2794,2794,8,3,0.6561865210533142,3,2.1,0
2795,2795,6,3,0.6561865210533142,3,2.1,6
2796,2796,6,4,0.5638020038604736,3,2.1,6
2797,2797,8,5,0.35790345072746277,3,2.1,5
2798,2798,5,5,0.5340139269828796,3,2.1,5
2799,2799,3,4,0.5638020038604736,3,2.1,3
2800,2800,8,3,0.6561865210533142,3,2.1,8
2801,2801,0,6,0.5072156190872192,3,2.1,6
2802,2802,2,3,0.6561865210533142,3,2.1,2
2803,2803,7,4,0.5638020038604736,3,2.1,1
2804,2804,4,4,0.5638020038604736,3,2.1,4
2805,2805,5,3,0.6561865210533142,3,2.1,5
2806,2806,9,8,0.3124946355819702,3,2.1,4
2807,2807,3,5,0.5340139865875244,3,2.1,3
2808,2808,7,6,0.3413686156272888,3,2.1,7
2809,2809,8,3,0.6561865210533142,3,2.1,8
2810,2810,8,8,0.3124946355819702,3,2.1,5
2811,2811,9,6,0.3413686156272888,3,2.1,0
2812,2812,1,5,0.5340139865875244,3,2.1,9
2813,2813,3,3,0.6561865210533142,3,2.1,3
2814,2814,8,3,0.6561865210533142,3,2.1,5
2815,2815,1,6,0.5072156190872192,3,2.1,1
2816,2816,1,5,0.5340139865875244,3,2.1,1
2817,2817,0,3,0.6561865210533142,3,2.1,0
2818,2818,4,5,0.5340139865875244,3,2.1,4
2819,2819,9,3,0.6561865210533142,3,2.1,4
2820,2820,2,5,0.5340139865875244,3,2.1,7
2821,2821,0,5,0.5340139865875244,3,2.1,0
2822,2822,8,7,0.3262941241264343,3,2.1,1
2823,2823,7,4,0.5638020038604736,3,2.1,7
2824,2824,8,4,0.5638020038604736,3,2.1,0
2825,2825,1,4,0.5638020038604736,3,2.1,1
2826,2826,6,4,0.5638020038604736,3,2.1,6
2827,2827,1,3,0.6561865210533142,3,2.1,1
2828,2828,9,4,0.5638020038604736,3,2.1,4
2829,2829,5,5,0.5340139269828796,3,2.1,5
2830,2830,6,4,0.5638020038604736,3,2.1,6
2831,2831,6,3,0.6561865210533142,3,2.1,6
2832,2832,3,4,0.5638020038604736,3,2.1,5
2833,2833,7,3,0.6561865210533142,3,2.1,7
2834,2834,8,3,0.6561865210533142,3,2.1,8
2835,2835,4,10,0.2881242036819458,3,2.1,4
2836,2836,9,9,0.29981499910354614,3,2.1,4
2837,2837,7,3,0.6561865210533142,3,2.1,7
2838,2838,8,9,0.2631247341632843,3,2.1,2
2839,2839,3,4,0.5638020038604736,3,2.1,5
2840,2840,3,3,0.6561865210533142,3,2.1,3
2841,2841,7,4,0.5638020038604736,3,2.1,7
2842,2842,0,3,0.6561865210533142,3,2.1,0
2843,2843,7,4,0.5638020038604736,3,2.1,7
2844,2844,7,3,0.6561865210533142,3,2.1,7
2845,2845,9,3,0.6561865210533142,3,2.1,9
2846,2846,6,3,0.6561865210533142,3,2.1,6
2847,2847,9,4,0.5638020038604736,3,2.1,4
2848,2848,2,4,0.5638020038604736,3,2.1,2
2849,2849,8,3,0.6561865210533142,3,2.1,8
2850,2850,0,5,0.5340139865875244,3,2.1,5
2851,2851,7,4,0.5638020038604736,3,2.1,7
2852,2852,8,3,0.6561865210533142,3,2.1,8
2853,2853,3,5,0.794283390045166,3,2.1,3
2854,2854,4,8,0.2913244366645813,3,2.1,9
2855,2855,8,3,0.6561865210533142,3,2.1,5
2856,2856,8,3,0.6561865210533142,3,2.1,8
2857,2857,9,5,0.5340139269828796,3,2.1,9
2858,2858,9,4,0.5638020038604736,3,2.1,9
2859,2859,8,4,0.5638020038604736,3,2.1,8
2860,2860,6,11,0.07989394664764404,3,2.1,6
2861,2861,2,4,0.5638020038604736,3,2.1,2
2862,2862,8,3,0.6561865210533142,3,2.1,8
2863,2863,4,9,0.29981499910354614,3,2.1,9
2864,2864,2,3,0.6561865210533142,3,2.1,2
2865,2865,3,3,0.6561865210533142,3,2.1,3
2866,2866,8,5,0.35790345072746277,3,2.1,6
2867,2867,1,7,0.3262941241264343,3,2.1,1
2868,2868,1,6,0.5072156190872192,3,2.1,1
2869,2869,8,3,0.6561865210533142,3,2.1,8
2870,2870,9,4,0.5638020038604736,3,2.1,9
2871,2871,3,3,0.6561865210533142,3,2.1,3
2872,2872,9,3,0.6561865210533142,3,2.1,4
2873,2873,0,6,0.3413686156272888,3,2.1,0
2874,2874,7,3,0.6561865210533142,3,2.1,7
2875,2875,9,9,0.2802741825580597,3,2.1,9
2876,2876,8,4,0.5638020038604736,3,2.1,6
2877,2877,9,6,0.3413686156272888,3,2.1,4
2878,2878,1,5,0.5340139865875244,3,2.1,1
2879,2879,4,5,0.5340139865875244,3,2.1,4
2880,2880,1,3,0.6561865210533142,3,2.1,1
2881,2881,8,3,0.6561865210533142,3,2.1,3
2882,2882,4,7,0.3262941241264343,3,2.1,4
2883,2883,9,4,0.5638020038604736,3,2.1,9
2884,2884,3,3,0.6561865210533142,3,2.1,3
2885,2885,1,6,0.3413686156272888,3,2.1,1
2886,2886,8,8,0.3124946057796478,3,2.1,4
2887,2887,7,4,0.5638020038604736,3,2.1,7
2888,2888,7,9,0.29981499910354614,3,2.1,7
2889,2889,4,3,0.6561865210533142,3,2.1,4
2890,2890,7,3,0.6561865210533142,3,2.1,7
2891,2891,2,4,0.5638020038604736,3,2.1,2
2892,2892,9,3,0.6561865210533142,3,2.1,9
2893,2893,3,3,0.6561865210533142,3,2.1,3
2894,2894,0,5,0.5340139865875244,3,2.1,0
2895,2895,8,3,0.6561865210533142,3,2.1,8
2896,2896,0,7,0.3262941241264343,3,2.1,8
2897,2897,8,3,0.6561865210533142,3,2.1,8
2898,2898,4,9,0.2802741825580597,3,2.1,4
2899,2899,0,5,0.5340095162391663,3,2.1,0
2900,2900,9,5,0.35790345072746277,3,2.1,4
2901,2901,4,8,0.31252187490463257,3,2.1,4
2902,2902,1,7,0.3262941241264343,3,2.1,1
2903,2903,3,5,0.35790345072746277,3,2.1,5
2904,2904,2,3,0.6561865210533142,3,2.1,2
2905,2905,8,3,0.6561865210533142,3,2.1,8
2906,2906,3,4,0.5638020038604736,3,2.1,3
2907,2907,9,6,0.5072156190872192,3,2.1,4
2908,2908,9,7,0.3262941241264343,3,2.1,9
2909,2909,5,6,0.3413686156272888,3,2.1,5
2910,2910,2,5,0.5340139865875244,3,2.1,2
2911,2911,8,4,0.5638020038604736,3,2.1,8
2912,2912,1,4,0.5638020038604736,3,2.1,1
2913,2913,5,5,0.5340139269828796,3,2.1,5
2914,2914,3,3,0.6561865210533142,3,2.1,3
2915,2915,7,4,0.8367831707000732,3,2.1,7
2916,2916,9,4,0.5638020038604736,3,2.1,9
2917,2917,4,9,0.29981499910354614,3,2.1,4
2918,2918,2,3,0.6561865210533142,3,2.1,2
2919,2919,4,7,0.48297831416130066,3,2.1,5
2920,2920,9,7,0.3262941241264343,3,2.1,6
2921,2921,8,6,0.3413686156272888,3,2.1,3
2922,2922,3,5,0.35790345072746277,3,2.1,5
2923,2923,9,6,0.5072156190872192,3,2.1,9
2924,2924,3,4,0.5638020038604736,3,2.1,3
2925,2925,8,3,0.6561865210533142,3,2.1,5
2926,2926,9,5,0.5340139865875244,3,2.1,9
2927,2927,7,5,0.5340139269828796,3,2.1,3
2928,2928,1,3,0.6561865210533142,3,2.1,1
2929,2929,9,3,0.6561865210533142,3,2.1,9
2930,2930,1,8,0.3124946057796478,3,2.1,5
2931,2931,3,3,0.6561865210533142,3,2.1,3
2932,2932,0,6,0.5072156190872192,3,2.1,0
2933,2933,6,5,0.5340139865875244,3,2.1,6
2934,2934,9,3,0.6561865210533142,3,2.1,9
2935,2935,8,4,0.5638020038604736,3,2.1,8
2936,2936,4,4,0.5638020038604736,3,2.1,4
2937,2937,8,5,0.5340139865875244,3,2.1,0
2938,2938,1,8,0.3124946355819702,3,2.1,4
2939,2939,9,8,0.3124946355819702,3,2.1,9
2940,2940,2,5,0.5340139865875244,3,2.1,2
2941,2941,9,4,0.5638020038604736,3,2.1,9
2942,2942,0,6,0.3413686156272888,3,2.1,0
2943,2943,1,5,0.35790345072746277,3,2.1,1
2944,2944,8,3,0.6561865210533142,3,2.1,0
2945,2945,3,4,0.5638020038604736,3,2.1,3
2946,2946,1,4,0.5638020038604736,3,2.1,1
2947,2947,6,4,0.5638020038604736,3,2.1,6
2948,2948,8,7,0.3032817244529724,3,2.1,5
2949,2949,8,3,0.6561865210533142,3,2.1,8
2950,2950,8,7,0.3262941241264343,3,2.1,1
2951,2951,5,7,0.3262941241264343,3,2.1,5
2952,2952,5,4,0.5638020038604736,3,2.1,3
2953,2953,3,5,0.5340139269828796,3,2.1,3
2954,2954,1,11,0.23235854506492615,3,2.1,0
2955,2955,3,5,0.35790345072746277,3,2.1,3
2956,2956,8,8,0.3124946355819702,3,2.1,5
2957,2957,5,3,0.6561865210533142,3,2.1,5
2958,2958,9,5,0.5340139865875244,3,2.1,9
2959,2959,3,6,0.5072156190872192,3,2.1,2
2960,2960,8,3,0.6561865210533142,3,2.1,8
2961,2961,7,5,0.5340139269828796,3,2.1,7
2962,2962,0,6,0.3413686156272888,3,2.1,0
2963,2963,4,3,0.6561865210533142,3,2.1,4
2964,2964,8,4,0.5638020038604736,3,2.1,9
2965,2965,1,4,0.5638020038604736,3,2.1,1
2966,2966,9,5,0.5340139269828796,3,2.1,9
2967,2967,7,3,0.6561865210533142,3,2.1,7
2968,2968,7,3,0.6561865210533142,3,2.1,7
2969,2969,8,5,0.35790345072746277,3,2.1,5
2970,2970,3,4,0.5638020038604736,3,2.1,5
2971,2971,2,6,0.5072156190872192,3,2.1,2
2972,2972,0,3,0.6561865210533142,3,2.1,0
2973,2973,9,3,0.6561865210533142,3,2.1,9
2974,2974,1,4,0.5638020038604736,3,2.1,1
2975,2975,8,4,0.5638020038604736,3,2.1,8
2976,2976,8,3,0.6561865210533142,3,2.1,6
2977,2977,2,3,0.6561865210533142,3,2.1,2
2978,2978,3,4,0.5638020038604736,3,2.1,3
2979,2979,1,8,0.4609518051147461,3,2.1,9
2980,2980,6,4,0.5638020038604736,3,2.1,6
2981,2981,2,3,0.6561865210533142,3,2.1,2
2982,2982,1,6,0.3413686156272888,3,2.1,1
2983,2983,9,4,0.5638020038604736,3,2.1,9
2984,2984,1,4,0.5638020038604736,3,2.1,1
2985,2985,3,3,0.6561865210533142,3,2.1,3
2986,2986,4,7,0.3262941241264343,3,2.1,5
2987,2987,3,3,0.6561865210533142,3,2.1,5
2988,2988,0,4,0.5638020038604736,3,2.1,0
2989,2989,3,3,0.6561865210533142,3,2.1,3
2990,2990,8,4,0.5638020038604736,3,2.1,8
2991,2991,3,4,0.5638020038604736,3,2.1,3
2992,2992,3,3,0.6561865210533142,3,2.1,3
2993,2993,7,7,0.3262941241264343,3,2.1,7
2994,2994,8,7,0.3262941241264343,3,2.1,6
2995,2995,8,3,0.6561865210533142,3,2.1,6
2996,2996,0,3,0.6561865210533142,3,2.1,0
2997,2997,1,4,0.5638020038604736,3,2.1,1
2998,2998,9,4,0.5638020038604736,3,2.1,4
2999,2999,0,3,0.6561865210533142,3,2.1,0
3000,3000,8,8,0.2913244366645813,3,2.1,6
3001,3001,8,4,0.5638020038604736,3,2.1,9
3002,3002,8,3,0.6561865210533142,3,2.1,8
3003,3003,1,3,0.6561865210533142,3,2.1,1
3004,3004,2,5,0.35790345072746277,3,2.1,2
3005,3005,1,7,0.3262954354286194,3,2.1,9
3006,3006,9,3,0.6561865210533142,3,2.1,9
3007,3007,5,4,0.5638020038604736,3,2.1,5
3008,3008,9,4,0.5638020038604736,3,2.1,9
3009,3009,7,3,0.6561865210533142,3,2.1,7
3010,3010,3,3,0.6561865210533142,3,2.1,3
3011,3011,7,3,0.6561865210533142,3,2.1,7
3012,3012,8,3,0.6561865210533142,3,2.1,8
3013,3013,0,3,0.6561865210533142,3,2.1,0
3014,3014,1,6,0.3413686156272888,3,2.1,1
3015,3015,3,3,0.6561865210533142,3,2.1,3
3016,3016,0,3,0.6561865210533142,3,2.1,0
3017,3017,9,3,0.6561865210533142,3,2.1,4
3018,3018,8,5,0.5340139865875244,3,2.1,6
3019,3019,7,3,0.6561865210533142,3,2.1,1
3020,3020,0,4,0.5638020038604736,3,2.1,0
3021,3021,2,5,0.5340139269828796,3,2.1,2
3022,3022,5,3,0.6561865210533142,3,2.1,5
3023,3023,8,4,0.5638020038604736,3,2.1,8
3024,3024,9,5,0.5340139269828796,3,2.1,4
3025,3025,4,3,0.6561865210533142,3,2.1,4
3026,3026,1,3,0.6561865210533142,3,2.1,1
3027,3027,1,5,0.5340139865875244,3,2.1,1
3028,3028,5,4,0.5638020038604736,3,2.1,5
3029,3029,9,8,0.3124946057796478,3,2.1,4
3030,3030,8,7,0.48297831416130066,3,2.1,6
3031,3031,6,6,0.5072155594825745,3,2.1,6
3032,3032,8,4,0.5638020038604736,3,2.1,0
